ID,probability
TEST_00070,0.39695106671393104
TEST_00071,0.3541379848184963
TEST_00072,0.21656372718951694
TEST_00073,0.26052096499989047
TEST_00074,0.1548968377287351
TEST_00075,0.24921015985384842
TEST_00076,0.016800543059716812
TEST_00077,0.000884455517812587
TEST_00078,0.1182550975029058
TEST_00079,0.19972280025090292
TEST_00080,0.36782819396322547
TEST_00081,0.0006270346164199534
TEST_00082,0.21428944205756606
TEST_00083,0.18498540475841027
TEST_00084,0.4570021704261249
TEST_00085,0.40177456018685903
TEST_00086,0.0007335892005351137
TEST_00087,0.38188098352775995
TEST_00088,0.12313682981411152
TEST_00089,0.3814808567053365
TEST_00090,0.26094297381416004
TEST_00091,0.09020802541318897
TEST_00092,0.3120590365382452
TEST_00093,0.5508841667449741
TEST_00094,0.00060471198224962
TEST_00095,0.0006536843496600432
TEST_00096,0.43026222397575037
TEST_00097,0.10213336220344418
TEST_00098,0.38054287904831546
TEST_00099,0.2862600530220817
TEST_00100,0.08507650141295511
TEST_00101,0.20865520173974034
TEST_00102,0.3370735742296674
TEST_00103,0.2728046085268961
TEST_00104,0.3499569280048244
TEST_00105,0.47943167571771333
TEST_00106,0.2893942802248014
TEST_00107,0.0011546362782138531
TEST_00108,0.32267765351613936
TEST_00109,0.0010430811213174016
TEST_00110,0.44145203658221277
TEST_00111,0.3714905699410898
TEST_00112,0.014664394912717918
TEST_00113,0.3451343642372057
TEST_00114,0.20319180886342025
TEST_00115,0.4072950281924082
TEST_00116,0.0021208105462396727
TEST_00117,0.45371976965291494
TEST_00118,0.33990325282432476
TEST_00119,0.167114157047525
TEST_00120,0.0010844334849321867
TEST_00121,0.0011900458122874333
TEST_00122,0.30713586223078115
TEST_00123,0.5265471035379949
TEST_00124,0.42454981072414083
TEST_00125,0.284117108810875
TEST_00126,0.0025981745907598603
TEST_00127,0.05361671393646792
TEST_00128,0.2637499180889206
TEST_00129,0.43443377315039394
TEST_00130,0.20886243665857368
TEST_00131,0.40642435639870955
TEST_00132,0.0011351852626623152
TEST_00133,0.2516443908347399
TEST_00134,0.3725671278147404
TEST_00135,0.0012551483922539715
TEST_00136,0.17702511757199138
TEST_00137,0.22488340696640988
TEST_00138,0.06983962336870442
TEST_00139,0.23571036435740716
TEST_00140,0.014931858669105834
TEST_00141,0.001103442604314327
TEST_00142,0.30903745841705743
TEST_00143,0.0012265959064213887
TEST_00144,0.12588545469180523
TEST_00145,0.4881100762168913
TEST_00146,0.16937763826221836
TEST_00147,0.22613595587512036
TEST_00148,0.2703970098510635
TEST_00149,0.43746911501936425
TEST_00150,0.0013041379046573424
TEST_00151,0.0009391239756155103
TEST_00152,0.4202161184146877
TEST_00153,0.27943841232009126
TEST_00154,0.02313754336753874
TEST_00155,0.252593914750434
TEST_00156,0.35059641184280516
TEST_00157,0.3741716902380563
TEST_00158,0.4240889275043511
TEST_00159,0.33365049926190915
TEST_00160,0.4470578794435639
TEST_00161,0.48647168214904835
TEST_00162,0.3191532123427438
TEST_00163,0.0014519709472554806
TEST_00164,0.5592289406120902
TEST_00165,0.22805921566045242
TEST_00166,0.3497463519993211
TEST_00167,0.20386359490186012
TEST_00168,0.36419851254982133
TEST_00169,0.19527071955272918
TEST_00170,0.21206168267032785
TEST_00171,0.25988983342229743
TEST_00172,0.24289485138360808
TEST_00173,0.2774793226533838
TEST_00174,0.12167337557270425
TEST_00175,0.26986337429396934
TEST_00176,0.4292966702731065
TEST_00177,0.18727026115716747
TEST_00178,0.3259124801013563
TEST_00179,0.34274033447490876
TEST_00180,0.37424912465726284
TEST_00181,0.47868019490470753
TEST_00182,0.16586482429260266
TEST_00183,0.558613012833403
TEST_00184,0.1275857964059265
TEST_00185,0.19700719781958478
TEST_00186,0.3640817280415665
TEST_00187,0.26174567014524536
TEST_00188,0.29172919620165816
TEST_00189,0.2622498814740596
TEST_00190,0.4778763909504231
TEST_00191,0.23554698635338825
TEST_00192,0.2860332760428753
TEST_00193,0.05060383553458198
TEST_00194,0.6810456381680536
TEST_00195,0.3931500452577356
TEST_00196,0.4436881565433995
TEST_00197,0.2533090602860061
TEST_00198,0.24724017818723334
TEST_00199,0.32864063846640096
TEST_00200,0.3989848671837094
TEST_00201,0.4833346656557778
TEST_00202,0.2674851888132325
TEST_00203,0.31819619626443324
TEST_00204,0.0007701343840338158
TEST_00205,0.0664309499071434
TEST_00206,0.0013859657801488208
TEST_00207,0.2804334259794939
TEST_00208,0.22504135485226506
TEST_00209,0.28996942878084037
TEST_00210,0.43179823385016913
TEST_00211,0.1279784427314515
TEST_00212,0.16799774384929483
TEST_00213,0.12021905306273112
TEST_00214,0.3355834598002237
TEST_00215,0.2619263255337642
TEST_00216,0.35383827201440854
TEST_00217,0.2990007513751858
TEST_00218,0.5327034508597774
TEST_00219,0.21069430950311963
TEST_00220,0.586339024387879
TEST_00221,0.415416694432365
TEST_00222,0.1067974368178746
TEST_00223,0.26930853180387343
TEST_00224,0.11775519536639635
TEST_00225,0.31765406013263997
TEST_00226,0.21625450409641375
TEST_00227,0.30674353056765785
TEST_00228,0.0012649821285970414
TEST_00229,0.33687032429174746
TEST_00230,0.2893015446053486
TEST_00231,0.39867058218047824
TEST_00232,0.21915117004707438
TEST_00233,0.31663366675319554
TEST_00234,0.3522814271903765
TEST_00235,0.5256885266351785
TEST_00236,0.3122720864839778
TEST_00237,0.001274687052186554
TEST_00238,0.0015552567511188454
TEST_00239,0.4158954604934107
TEST_00240,0.27651388508444874
TEST_00241,0.37613230182328555
TEST_00242,0.3293855993641647
TEST_00243,0.177081139396636
TEST_00244,0.0009625914558518544
TEST_00245,0.534844952908331
TEST_00246,0.3697315251797405
TEST_00247,0.0946011140206853
TEST_00248,0.3544235791496003
TEST_00249,0.48820520506807996
TEST_00250,0.20616317653674354
TEST_00251,0.0009228505078328422
TEST_00252,0.4288758368354403
TEST_00253,0.01159833599635813
TEST_00254,0.37557873113685736
TEST_00255,0.5532056244477803
TEST_00256,0.3396187257276564
TEST_00257,0.3480038767258488
TEST_00258,0.3993038778682482
TEST_00259,0.5171246695195284
TEST_00260,0.0010585333246753764
TEST_00261,0.0007470397443166989
TEST_00262,0.0010356070171798877
TEST_00263,0.5240499735214748
TEST_00264,0.2292298261528725
TEST_00265,0.33378141969139435
TEST_00266,0.18713077148772145
TEST_00267,0.0008335490247488709
TEST_00268,0.1995902974848615
TEST_00269,0.3680336833773338
TEST_00270,0.15967817715665494
TEST_00271,0.0013912892813918156
TEST_00272,0.26894797585857644
TEST_00273,0.22511503490562768
TEST_00274,0.2531859694428754
TEST_00275,0.0397107274227452
TEST_00276,0.0008836210442594397
TEST_00277,0.25786122997298805
TEST_00278,0.3691220266025039
TEST_00279,0.5121688084330625
TEST_00280,0.0012633087463676048
TEST_00281,0.11387039759183416
TEST_00282,0.002289411454658521
TEST_00283,0.000920253143190226
TEST_00284,0.3971741702295991
TEST_00285,0.2692261161565008
TEST_00286,0.0563995682588455
TEST_00287,0.5322686568021425
TEST_00288,0.0012927158941967482
TEST_00289,0.38455586076503784
TEST_00290,0.1356258068705135
TEST_00291,0.2910741357938796
TEST_00292,0.4402790676014781
TEST_00293,0.0012401593961851834
TEST_00294,0.5076349518612724
TEST_00295,0.3170654225301531
TEST_00296,0.02267317557485043
TEST_00297,0.0013632307184838373
TEST_00298,0.5422526685389175
TEST_00299,0.3411116728838724
TEST_00300,0.15829063669111088
TEST_00301,0.4702003523133434
TEST_00302,0.3043125091130121
TEST_00303,0.40470480058733244
TEST_00304,0.5868165551857359
TEST_00305,0.47351411510223207
TEST_00306,0.1958365667610973
TEST_00307,0.5267452426387883
TEST_00308,0.4253491906632386
TEST_00309,0.4793610698856821
TEST_00310,0.4247099891496197
TEST_00311,0.45535250701938207
TEST_00312,0.1202402456835343
TEST_00313,0.1482057972216296
TEST_00314,0.4762696035409088
TEST_00315,0.3433581198543867
TEST_00316,0.04645850624344109
TEST_00317,0.09338263196892607
TEST_00318,0.0008846886035835902
TEST_00319,0.0019021514021250224
TEST_00320,0.4262310948874816
TEST_00321,0.25165411490459455
TEST_00322,0.17037170825133838
TEST_00323,0.2277565932938929
TEST_00324,0.31053552771693377
TEST_00325,0.000652381665602511
TEST_00326,0.29131002151383595
TEST_00327,0.28245466103929423
TEST_00328,0.13078095276348342
TEST_00329,0.33164642806915334
TEST_00330,0.3681369933720934
TEST_00331,0.00036227956128672236
TEST_00332,0.4221591921753341
TEST_00333,0.369184099651027
TEST_00334,0.4334810141797012
TEST_00335,0.3256517958004393
TEST_00336,0.0007156115461449239
TEST_00337,0.1883908999915582
TEST_00338,0.2822320856658478
TEST_00339,0.2939925043656297
TEST_00340,0.35863584732065357
TEST_00341,0.2725536127129946
TEST_00342,0.129891307644418
TEST_00343,0.04137154311435489
TEST_00344,0.17603570441044306
TEST_00345,0.02629500866794201
TEST_00346,0.29224157835807757
TEST_00347,0.24430309738882522
TEST_00348,0.38487808988948413
TEST_00349,0.3067125401721336
TEST_00350,0.2605296373162275
TEST_00351,0.37883821031131115
TEST_00352,0.00259446579946441
TEST_00353,0.0015330454829997732
TEST_00354,0.2065489362983943
TEST_00355,0.39366462568414445
TEST_00356,0.17287960524725587
TEST_00357,0.0010001892376952112
TEST_00358,0.0010595435787422122
TEST_00359,0.47877152217672136
TEST_00360,0.3642501529379316
TEST_00361,0.220155656922271
TEST_00362,0.35493218849701036
TEST_00363,0.0012807473725065458
TEST_00364,0.3082008325776993
TEST_00365,0.21304560200447215
TEST_00366,0.32168889971558623
TEST_00367,0.20437047043921105
TEST_00368,0.260799129145079
TEST_00369,0.07196788813605551
TEST_00370,0.0008511185825442909
TEST_00371,0.1060656854118327
TEST_00372,0.2898466404992712
TEST_00373,0.4347640196487938
TEST_00374,0.3380608270053856
TEST_00375,0.001676210500734069
TEST_00376,0.0008382221745845142
TEST_00377,0.266683059092905
TEST_00378,0.324127455111512
TEST_00379,0.1520523377449942
TEST_00380,0.0016583652588343552
TEST_00381,0.4271136607158114
TEST_00382,0.4361558351228985
TEST_00383,0.10122168261423713
TEST_00384,0.3839751755577481
TEST_00385,0.1902792631199362
TEST_00386,0.5359301371118939
TEST_00387,0.30829882025154887
TEST_00388,0.30872030236117165
TEST_00389,0.2862136409972983
TEST_00390,0.425868184225022
TEST_00391,0.49409668088470887
TEST_00392,0.36028099752373005
TEST_00393,0.30250107855803215
TEST_00394,0.09969487797912893
TEST_00395,0.4873312209717967
TEST_00396,0.35721784137236695
TEST_00397,0.0009585825869320043
TEST_00398,0.15061876305172847
TEST_00399,0.0007861357127144225
TEST_00400,0.34966074758879134
TEST_00401,0.0013933865307455215
TEST_00402,0.10712869866518294
TEST_00403,0.012188586071902298
TEST_00404,0.44122029778016886
TEST_00405,0.49847741310000415
TEST_00406,0.08721337313538592
TEST_00407,0.2638439368854737
TEST_00408,0.2901184720642025
TEST_00409,0.10443871928838332
TEST_00410,0.04600526658465764
TEST_00411,0.18671162029907443
TEST_00412,0.1310424240271304
TEST_00413,0.4398667205112045
TEST_00414,0.3543869679064366
TEST_00415,0.21605989167006098
TEST_00416,0.506219369743138
TEST_00417,0.48089404435751115
TEST_00418,0.46714469789892804
TEST_00419,0.10429981964173059
TEST_00420,0.09209543811473243
TEST_00421,0.34632353582877673
TEST_00422,0.48168990981319204
TEST_00423,0.0009724211175909765
TEST_00424,0.15911935317099016
TEST_00425,0.18823277964897914
TEST_00426,0.2765938222160265
TEST_00427,0.36200142278695974
TEST_00428,0.24808184226125032
TEST_00429,0.18667723147526855
TEST_00430,0.3960940466152111
TEST_00431,0.39684312504206415
TEST_00432,0.2262929519920341
TEST_00433,0.0017409061252706098
TEST_00434,0.49372950156162543
TEST_00435,0.30850478516205626
TEST_00436,0.0008242442359030349
TEST_00437,0.26880253916558117
TEST_00438,0.0007308766894108492
TEST_00439,0.0022262480106249915
TEST_00440,0.4207800178021711
TEST_00441,0.5120883280728015
TEST_00442,0.39193176615157843
TEST_00443,0.38197154339502876
TEST_00444,0.0016216174008434885
TEST_00445,0.3432005334554643
TEST_00446,0.07606524412984687
TEST_00447,0.4273905462576677
TEST_00448,0.35852054571071656
TEST_00449,0.0011432964387807212
TEST_00450,0.41405092827401535
TEST_00451,0.00031249527762640676
TEST_00452,0.3371587195475618
TEST_00453,0.45090898980462313
TEST_00454,0.27373804245194533
TEST_00455,0.23092757638394687
TEST_00456,0.0016697895618234182
TEST_00457,0.37056778697976483
TEST_00458,0.11478552243689015
TEST_00459,0.331909870295986
TEST_00460,0.0035364806665690793
TEST_00461,0.4252913848953799
TEST_00462,0.31443004646269934
TEST_00463,0.16672639220628552
TEST_00464,0.3243107555057089
TEST_00465,0.28132419186565316
TEST_00466,0.2472562617008945
TEST_00467,0.3684007495682376
TEST_00468,0.543606734484115
TEST_00469,0.0015639562594293266
TEST_00470,0.31859033213982113
TEST_00471,0.42039308908309175
TEST_00472,0.4971379436871538
TEST_00473,0.30874233556556974
TEST_00474,0.5540339933082008
TEST_00475,0.32321864311768406
TEST_00476,0.0005444900578985147
TEST_00477,0.44568114624197996
TEST_00478,0.1875421786265838
TEST_00479,0.24015145993695927
TEST_00480,0.45352351101793903
TEST_00481,0.1689633611774922
TEST_00482,0.28348823445868354
TEST_00483,0.3151333468502446
TEST_00484,0.16624494159034203
TEST_00485,0.3001631138631438
TEST_00486,0.2902313476453227
TEST_00487,0.4470459252731544
TEST_00488,0.2462352544227722
TEST_00489,0.32551260725991943
TEST_00490,0.32416827203756937
TEST_00491,0.4040612516561311
TEST_00492,0.25823033455953714
TEST_00493,0.24736157584979174
TEST_00494,0.0015139970485892966
TEST_00495,0.4698994442938347
TEST_00496,0.28048598729333946
TEST_00497,0.40275694725129413
TEST_00498,0.24442218805298443
TEST_00499,0.53812309807746
TEST_00500,0.0011290043324394914
TEST_00501,0.0007980239745993629
TEST_00502,0.052540218182278484
TEST_00503,0.350751352527551
TEST_00504,0.0008692482582486968
TEST_00505,0.5001841296810108
TEST_00506,0.000787982328488056
TEST_00507,0.24111991501975866
TEST_00508,0.4529751395043553
TEST_00509,0.22749239159690687
TEST_00510,0.2789567937826998
TEST_00511,0.025943888306639618
TEST_00512,0.02734088800035289
TEST_00513,0.029818773134325547
TEST_00514,0.5182659157991328
TEST_00515,0.30953519341985536
TEST_00516,0.45559482210501057
TEST_00517,0.33162119470663215
TEST_00518,0.20967710852330887
TEST_00519,0.37602875732572355
TEST_00520,0.0009364477014868918
TEST_00521,0.14205410259261425
TEST_00522,0.0014946849284650369
TEST_00523,0.2848732115680913
TEST_00524,0.27679840932574584
TEST_00525,0.08390672446669846
TEST_00526,0.1655692123762559
TEST_00527,0.0026813582902770277
TEST_00528,0.24953321434477505
TEST_00529,0.3334236139859467
TEST_00530,0.38589889339441663
TEST_00531,0.4057939534299045
TEST_00532,0.49330836693052554
TEST_00533,0.001557156709938012
TEST_00534,0.23777693223966545
TEST_00535,0.1334325977342685
TEST_00536,0.4696646376649951
TEST_00537,0.001365786187495383
TEST_00538,0.001562076816844551
TEST_00539,0.03733967452933089
TEST_00540,0.3659231351559392
TEST_00541,0.27563424558681604
TEST_00542,0.0007532065295207227
TEST_00543,0.3494050178530842
TEST_00544,0.2768367965662822
TEST_00545,0.3656969385143792
TEST_00546,0.40141465747916216
TEST_00547,0.0011144576964848118
TEST_00548,0.5044372097827655
TEST_00549,0.2527701457020454
TEST_00550,0.3231191342972164
TEST_00551,0.35556684789728865
TEST_00552,0.2855673511574665
TEST_00553,0.10907750403986437
TEST_00554,0.21022132891322415
TEST_00555,0.28509410536154756
TEST_00556,0.20265990983028018
TEST_00557,0.3575461275232126
TEST_00558,0.441583618028957
TEST_00559,0.002901203002998955
TEST_00560,0.19309156358628396
TEST_00561,0.06598146942790879
TEST_00562,0.5727974912244852
TEST_00563,0.0028882990949793156
TEST_00564,0.32158347286659406
TEST_00565,0.20394465567034564
TEST_00566,0.2729009597649581
TEST_00567,0.11301467276201961
TEST_00568,0.21457897337878012
TEST_00569,0.19498018297572658
TEST_00570,0.16380995851583913
TEST_00571,0.2873025433378541
TEST_00572,0.0011120960313014108
TEST_00573,0.0023174770406844446
TEST_00574,0.36269371717434534
TEST_00575,0.0823968424489305
TEST_00576,0.20803502767727494
TEST_00577,0.25487934389598604
TEST_00578,0.3363806031115675
TEST_00579,0.4478305400808022
TEST_00580,0.0006898203561621548
TEST_00581,0.37835922171904096
TEST_00582,0.1488070113050244
TEST_00583,0.3080608222399174
TEST_00584,0.23373293249523913
TEST_00585,0.2783962492322369
TEST_00586,0.10906852692057512
TEST_00587,0.20655467843193356
TEST_00588,0.363815781589899
TEST_00589,0.001157024095739505
TEST_00590,0.20928294161039424
TEST_00591,0.1752994269869188
TEST_00592,0.24599558582316736
TEST_00593,0.29357033537660016
TEST_00594,0.0007286586758916242
TEST_00595,0.18806252193016623
TEST_00596,0.4210186193432594
TEST_00597,0.42610083995699527
TEST_00598,0.28042609415321273
TEST_00599,0.22943195994754964
TEST_00600,0.09235543448904901
TEST_00601,0.2969444721357311
TEST_00602,0.3154419557534002
TEST_00603,0.4197372316515902
TEST_00604,0.18591091017838474
TEST_00605,0.4256620117233243
TEST_00606,0.042754467010655724
TEST_00607,0.2820731035755954
TEST_00608,0.202135872709674
TEST_00609,0.5744205156588319
TEST_00610,0.0007285073820046025
TEST_00611,0.2546435495572666
TEST_00612,0.29216002855939716
TEST_00613,0.3280825829432619
TEST_00614,0.38591881294107244
TEST_00615,0.45054805511952395
TEST_00616,0.3558867526560993
TEST_00617,0.22179427458818313
TEST_00618,0.10597122601896207
TEST_00619,0.158111609520904
TEST_00620,0.17383662802470196
TEST_00621,0.144650330048961
TEST_00622,0.41149542558663177
TEST_00623,0.46991311201971986
TEST_00624,0.466685081974582
TEST_00625,0.45401665266672153
TEST_00626,0.26068037845456815
TEST_00627,0.21869735870102613
TEST_00628,0.4902233055322988
TEST_00629,0.1359583970485785
TEST_00630,0.26706890037133707
TEST_00631,0.13618620366160405
TEST_00632,0.5347621028998808
TEST_00633,0.3776889127546759
TEST_00634,0.4811165131593686
TEST_00635,0.4891302524869058
TEST_00636,0.21315447719151548
TEST_00637,0.4565545189058095
TEST_00638,0.0016656688531392111
TEST_00639,0.466023795536199
TEST_00640,0.0007633901456479555
TEST_00641,0.0006063346760448492
TEST_00642,0.5649059081345218
TEST_00643,0.27307340969628774
TEST_00644,0.1270353229530171
TEST_00645,0.10916643719494765
TEST_00646,0.0010511968247030937
TEST_00647,0.06324967606986287
TEST_00648,0.4616599056404582
TEST_00649,0.3937359280564935
TEST_00650,0.10012858391694425
TEST_00651,0.3533854595903117
TEST_00652,0.4997105604645877
TEST_00653,0.2231632988491379
TEST_00654,0.0008813962964766125
TEST_00655,0.46945789060110665
TEST_00656,0.3154544061417426
TEST_00657,0.0010520512797654947
TEST_00658,0.08210765248809473
TEST_00659,0.17349922090253975
TEST_00660,0.0008541992311772567
TEST_00661,0.48841406365446444
TEST_00662,0.15435356913704457
TEST_00663,0.0012673493455689407
TEST_00664,0.31241565219130496
TEST_00665,0.0017125946844308829
TEST_00666,0.18594343631869845
TEST_00667,0.000338177296408498
TEST_00668,0.2073047114589556
TEST_00669,0.2641513255924184
TEST_00670,0.10196066653255119
TEST_00671,0.38546149689568876
TEST_00672,0.37796592286019687
TEST_00673,0.001253067780861502
TEST_00674,0.20357668435411394
TEST_00675,0.1375027481307096
TEST_00676,0.4569153667660956
TEST_00677,0.12195852224447597
TEST_00678,0.19342604321742837
TEST_00679,0.44398304280251855
TEST_00680,0.24240114474031996
TEST_00681,0.0010661808105103879
TEST_00682,0.0004928881752895924
TEST_00683,0.1199394106713402
TEST_00684,0.3750458691320411
TEST_00685,0.16373109439043176
TEST_00686,0.45432152006924703
TEST_00687,0.0328619441044833
TEST_00688,0.26961063931021184
TEST_00689,0.3823112603980811
TEST_00690,0.29799248956364077
TEST_00691,0.42594744714090876
TEST_00692,0.035919335435293354
TEST_00693,0.19907644391147003
TEST_00694,0.0838712219639661
TEST_00695,0.2441411842253955
TEST_00696,0.05228036958563542
TEST_00697,0.3863785925417489
TEST_00698,0.5066972971028895
TEST_00699,0.0008313018737577645
TEST_00700,0.19904379696306665
TEST_00701,0.3040565089363072
TEST_00702,0.13616885954956745
TEST_00703,0.22640514419256064
TEST_00704,0.3943292216518972
TEST_00705,0.4372970541809742
TEST_00706,0.21739266644260122
TEST_00707,0.0009302330771958129
TEST_00708,0.0009583278851624653
TEST_00709,0.34579089249642575
TEST_00710,0.4419701042102283
TEST_00711,0.2472070142701192
TEST_00712,0.27118091535833727
TEST_00713,0.10447932289349299
TEST_00714,0.4405883277862727
TEST_00715,0.0006158023669569216
TEST_00716,0.24398624212749961
TEST_00717,0.2990136606486734
TEST_00718,0.061182687304849576
TEST_00719,0.3604764489324657
TEST_00720,0.26315399765764236
TEST_00721,0.38186226797720435
TEST_00722,0.000992808910141005
TEST_00723,0.3862334390239305
TEST_00724,0.0008845461688530443
TEST_00725,0.000924543234396696
TEST_00726,0.40631946812597547
TEST_00727,0.28710114911040674
TEST_00728,0.1702302909247804
TEST_00729,0.28991592576797426
TEST_00730,0.24001983089347514
TEST_00731,0.0017201696961899804
TEST_00732,0.41759489440298914
TEST_00733,0.2624490848606055
TEST_00734,0.1124788429008955
TEST_00735,0.49071321459696216
TEST_00736,0.26859756847227256
TEST_00737,0.11336320086111018
TEST_00738,0.26235898116031936
TEST_00739,0.05825366565433372
TEST_00740,0.19751976789330553
TEST_00741,0.2505731034729393
TEST_00742,0.1665153009605961
TEST_00743,0.5393028955550944
TEST_00744,0.32950680738220767
TEST_00745,0.47027614367513915
TEST_00746,0.0012508309581191154
TEST_00747,0.35854780865827035
TEST_00748,0.2956658718768133
TEST_00749,0.0003195782339660475
TEST_00750,0.39899845851528526
TEST_00751,0.00214232214477112
TEST_00752,0.06763259630167694
TEST_00753,0.29998045576790355
TEST_00754,0.24664730737434942
TEST_00755,0.024942414895139136
TEST_00756,0.38690676778030075
TEST_00757,0.26829368324039116
TEST_00758,0.5139918681981779
TEST_00759,0.4191777234386878
TEST_00760,0.023155399450428264
TEST_00761,0.19006923001148368
TEST_00762,0.4127924208056243
TEST_00763,0.08532951832427246
TEST_00764,0.11410489351162798
TEST_00765,0.2314909551548032
TEST_00766,0.2589278289182846
TEST_00767,0.21621918053024905
TEST_00768,0.35099603066592583
TEST_00769,0.04719407370159747
TEST_00770,0.22785449830074508
TEST_00771,0.2020896999191523
TEST_00772,0.06264408104563235
TEST_00773,0.1297919842010687
TEST_00774,0.4041196166067426
TEST_00775,0.4019766968825098
TEST_00776,0.3942972691011491
TEST_00777,0.39041105309729923
TEST_00778,0.2482001583534934
TEST_00779,0.13889033855965174
TEST_00780,0.35484761722143593
TEST_00781,0.23918571525646176
TEST_00782,0.19878488628431848
TEST_00783,0.38684466980364285
TEST_00784,0.4351497187363518
TEST_00785,0.3939658538641272
TEST_00786,0.3717182626227275
TEST_00787,0.5584364712246398
TEST_00788,0.0012701235737480286
TEST_00789,0.5430770429963016
TEST_00790,0.12078567016911279
TEST_00791,0.6134959842952321
TEST_00792,0.34038607560507883
TEST_00793,0.4725792322415362
TEST_00794,0.16443806314910772
TEST_00795,0.18358284376420084
TEST_00796,0.5615969680339692
TEST_00797,0.30550811203175693
TEST_00798,0.18401549470668752
TEST_00799,0.3499805630081099
TEST_00800,0.34650471011243983
TEST_00801,0.16609406078832042
TEST_00802,0.22708839288541433
TEST_00803,0.3659262185722932
TEST_00804,0.2993913705596421
TEST_00805,0.23059919629817477
TEST_00806,0.001230539175826087
TEST_00807,0.0015511654621228595
TEST_00808,0.5061497580676975
TEST_00809,0.256138669293028
TEST_00810,0.00033389533257425325
TEST_00811,0.31487586236692966
TEST_00812,0.400224793013684
TEST_00813,0.4557080689911316
TEST_00814,0.18943222702620266
TEST_00815,0.11656390376385799
TEST_00816,0.3674907850891028
TEST_00817,0.21179886905072365
TEST_00818,0.22857726653231636
TEST_00819,0.40167162445025106
TEST_00820,0.39350408095831385
TEST_00821,0.10489763296789929
TEST_00822,0.5194226693573705
TEST_00823,0.2751634922234665
TEST_00824,0.4334491678323867
TEST_00825,0.5044345108557587
TEST_00826,0.2794384335414062
TEST_00827,0.0016426392201461582
TEST_00828,0.44086833489063054
TEST_00829,0.26439549628943093
TEST_00830,0.322393597673145
TEST_00831,0.35628618823025987
TEST_00832,0.1762611810434916
TEST_00833,0.0008791208906802604
TEST_00834,0.30995956693099774
TEST_00835,0.23031501485220107
TEST_00836,0.2932151805239478
TEST_00837,0.2813572385347664
TEST_00838,0.35865982017938636
TEST_00839,0.3068967348484805
TEST_00840,0.0011614778590605414
TEST_00841,0.4484341404636355
TEST_00842,0.3389960861665599
TEST_00843,0.39066918262319167
TEST_00844,0.3581136680055009
TEST_00845,0.367751240226719
TEST_00846,0.3251401538578243
TEST_00847,0.0011291368641662574
TEST_00848,0.20448467127987968
TEST_00849,0.38801391152858056
TEST_00850,0.34581423410632284
TEST_00851,0.2641087345438253
TEST_00852,0.08137333618963927
TEST_00853,0.34359327554190655
TEST_00854,0.4200348885196887
TEST_00855,0.22817506255346082
TEST_00856,0.4906050324247047
TEST_00857,0.3516715961692617
TEST_00858,0.0010464273438170275
TEST_00859,0.32641846440342653
TEST_00860,0.511905946283167
TEST_00861,0.371103247465051
TEST_00862,0.3561307361877237
TEST_00863,0.2884953152737657
TEST_00864,0.246319852439961
TEST_00865,0.0014886317470808894
TEST_00866,0.11328113014159218
TEST_00867,0.4685150418784616
TEST_00868,0.4998279143244016
